Generator,bus,p_nom,p_nom_min,p_nom_extendable,marginal_cost,p_nom_opt
BSN_PV,BSN_EL,700.0,700.0,False,0.0,0.0
BSN_WT,BSN_EL,30.0,30.0,False,0.0,0.0
BSN_LNG,BSN_EL,1845.0,0.0,False,215759.0,0.0
BSN_Nuclear,BSN_EL,4550.0,0.0,False,6092.0,0.0
CBD_PV,CBD_EL,2140.0,2140.0,False,0.0,0.0
CBD_WT,CBD_EL,30.0,30.0,False,0.0,0.0
CBD_Hydro,CBD_EL,518.0,0.0,False,170.88,0.0
CND_PV,CND_EL,3180.0,3180.0,False,0.0,0.0
CND_WT,CND_EL,10.0,10.0,False,0.0,0.0
CND_LNG,CND_EL,4077.0,0.0,False,215759.0,0.0
CND_Coal,CND_EL,18246.0,0.0,False,90133.0,0.0
CND_Hydro,CND_EL,32.0,0.0,False,170.88,0.0
DGU_PV,DGU_EL,1020.0,1020.0,False,0.0,0.0
DJN_PV,DJN_EL,450.0,450.0,False,0.0,0.0
GBD_PV,GBD_EL,3590.0,3590.0,False,0.0,0.0
GBD_WT,GBD_EL,530.0,530.0,False,0.0,0.0
GBD_LNG,GBD_EL,361.0,0.0,False,215759.0,0.0
GBD_Nuclear,GBD_EL,11400.0,0.0,False,6092.0,0.0
GBD_Coal,GBD_EL,0.0,0.0,False,90133.0,0.0
GBD_Hydro,GBD_EL,179.0,0.0,False,170.88,0.0
GGD_PV,GGD_EL,2040.0,2040.0,False,0.0,0.0
GGD_WT,GGD_EL,60.0,60.0,False,0.0,0.0
GGD_LNG,GGD_EL,11836.0,0.0,False,215759.0,0.0
GGD_Hydro,GGD_EL,275.0,0.0,False,170.88,0.0
GND_PV,GND_EL,1870.0,1870.0,False,0.0,0.0
GND_WT,GND_EL,110.0,110.0,False,0.0,0.0
GND_LNG,GND_EL,1012.0,0.0,False,215759.0,0.0
GND_Coal,GND_EL,8200.0,0.0,False,90133.0,0.0
GND_Hydro,GND_EL,145.0,0.0,False,170.88,0.0
GWD_PV,GWD_EL,2200.0,2200.0,False,0.0,0.0
GWD_WT,GWD_EL,590.0,590.0,False,0.0,0.0
GWD_LNG,GWD_EL,848.0,0.0,False,215759.0,0.0
GWD_Coal,GWD_EL,7814.0,0.0,False,90133.0,0.0
GWD_Hydro,GWD_EL,525.0,0.0,False,170.88,0.0
GWJ_PV,GWJ_EL,700.0,700.0,False,0.0,0.0
ICN_PV,ICN_EL,1200.0,1200.0,False,0.0,0.0
ICN_LNG,ICN_EL,8238.0,0.0,False,215759.0,0.0
ICN_Coal,ICN_EL,5080.0,0.0,False,90133.0,0.0
ICN_Hydro,ICN_EL,12.0,0.0,False,170.88,0.0
JBD_PV,JBD_EL,4720.0,4720.0,False,0.0,0.0
JBD_WT,JBD_EL,30.0,30.0,False,0.0,0.0
JBD_LNG,JBD_EL,718.0,0.0,False,215759.0,0.0
JBD_Hydro,JBD_EL,77.0,0.0,False,170.88,0.0
JJD_PV,JJD_EL,400.0,400.0,False,0.0,0.0
JJD_WT,JJD_EL,340.0,340.0,False,0.0,0.0
JJD_LNG,JJD_EL,492.0,0.0,False,215759.0,0.0
JND_PV,JND_EL,5560.0,5560.0,False,0.0,0.0
JND_WT,JND_EL,480.0,480.0,False,0.0,0.0
JND_LNG,JND_EL,2378.0,0.0,False,215759.0,0.0
JND_Nuclear,JND_EL,5900.0,0.0,False,6092.0,0.0
JND_Coal,JND_EL,668.0,0.0,False,90133.0,0.0
JND_Hydro,JND_EL,38.0,0.0,False,170.88,0.0
SEL_PV,SEL_EL,270.0,270.0,False,0.0,0.0
SEL_LNG,SEL_EL,738.0,0.0,False,215759.0,0.0
SJN_PV,SJN_EL,200.0,200.0,False,0.0,0.0
USN_PV,USN_EL,560.0,560.0,False,0.0,0.0
USN_LNG,USN_EL,3619.0,0.0,False,215759.0,0.0
USN_Nuclear,USN_EL,2800.0,0.0,False,6092.0,0.0
BSN_H_Fallback_Gen,BSN_H,0.0,0.0,True,1000000.0,0.0
BSN_LNG_Fuel_Supply,BSN_LNG,0.0,0.0,True,0.0,0.0
CBD_H_Fallback_Gen,CBD_H,0.0,0.0,True,1000000.0,0.0
CBD_LNG_Fuel_Supply,CBD_LNG,0.0,0.0,True,0.0,0.0
CND_H_Fallback_Gen,CND_H,0.0,0.0,True,1000000.0,0.0
CND_LNG_Fuel_Supply,CND_LNG,0.0,0.0,True,0.0,0.0
DGU_H_Fallback_Gen,DGU_H,0.0,0.0,True,1000000.0,0.0
DGU_LNG_Fuel_Supply,DGU_LNG,0.0,0.0,True,0.0,0.0
DJN_H_Fallback_Gen,DJN_H,0.0,0.0,True,1000000.0,0.0
DJN_LNG_Fuel_Supply,DJN_LNG,0.0,0.0,True,0.0,0.0
GBD_H_Fallback_Gen,GBD_H,0.0,0.0,True,1000000.0,0.0
GBD_LNG_Fuel_Supply,GBD_LNG,0.0,0.0,True,0.0,0.0
GGD_H_Fallback_Gen,GGD_H,0.0,0.0,True,1000000.0,0.0
GGD_LNG_Fuel_Supply,GGD_LNG,0.0,0.0,True,0.0,0.0
GND_H_Fallback_Gen,GND_H,0.0,0.0,True,1000000.0,0.0
GND_LNG_Fuel_Supply,GND_LNG,0.0,0.0,True,0.0,0.0
GWD_H_Fallback_Gen,GWD_H,0.0,0.0,True,1000000.0,0.0
GWD_LNG_Fuel_Supply,GWD_LNG,0.0,0.0,True,0.0,0.0
GWJ_H_Fallback_Gen,GWJ_H,0.0,0.0,True,1000000.0,0.0
GWJ_LNG_Fuel_Supply,GWJ_LNG,0.0,0.0,True,0.0,0.0
ICN_H_Fallback_Gen,ICN_H,0.0,0.0,True,1000000.0,0.0
ICN_LNG_Fuel_Supply,ICN_LNG,0.0,0.0,True,0.0,0.0
JBD_H_Fallback_Gen,JBD_H,0.0,0.0,True,1000000.0,0.0
JBD_LNG_Fuel_Supply,JBD_LNG,0.0,0.0,True,0.0,0.0
JJD_H_Fallback_Gen,JJD_H,0.0,0.0,True,1000000.0,0.0
JJD_LNG_Fuel_Supply,JJD_LNG,0.0,0.0,True,0.0,0.0
JND_H_Fallback_Gen,JND_H,0.0,0.0,True,1000000.0,0.0
JND_LNG_Fuel_Supply,JND_LNG,0.0,0.0,True,0.0,0.0
SEL_H_Fallback_Gen,SEL_H,0.0,0.0,True,1000000.0,0.0
SEL_LNG_Fuel_Supply,SEL_LNG,0.0,0.0,True,0.0,0.0
SJN_H_Fallback_Gen,SJN_H,0.0,0.0,True,1000000.0,0.0
SJN_LNG_Fuel_Supply,SJN_LNG,0.0,0.0,True,0.0,0.0
USN_H_Fallback_Gen,USN_H,0.0,0.0,True,1000000.0,0.0
USN_LNG_Fuel_Supply,USN_LNG,0.0,0.0,True,0.0,0.0
